user_id	Ranking	Baseline Rate	CM Rate	Number of States	Cmu	hmu	Lopt
15729205	1964	0.924	0.924	3.0	0.341964	0.252019	2.0
57505932	1965	0.953	0.953	2.0	0.39275	0.372223	1.0
24791281	1966	0.966	0.966	1.0	-0.0	0.5694	1.0
16016852	1967	0.945	0.945	2.0	0.429829	0.414402	1.0
9590262	1968	0.909	0.909	1.0	-0.0	0.248475	1.0
11433472	1969	0.983	0.983	2.0	0.388076	0.367031	1.0
14219103	1970	0.953	0.953	2.0	0.400157	0.367437	1.0
38260779	1971	0.898	0.898	2.0	0.46319	0.457293	1.0
22353594	1972	0.958	0.958	2.0	0.322879	0.292262	1.0
85921707	1973	0.996	0.996	1.0	-0.0	0.194897	1.0
147314264	1974	0.963	0.946	2.0	0.424536	0.323153	1.0
122540204	1975	0.883	0.883	1.0	-0.0	0.446571	1.0
14388689	1976	0.982	0.982	2.0	0.357313	0.306549	1.0
249425665	1977	0.898	0.898	2.0	0.512819	0.504915	1.0
41211760	1978	0.914	0.914	2.0	0.430707	0.413552	1.0
34904126	1979	0.953	0.953	2.0	0.321837	0.267953	1.0
82390302	1980	0.911	0.911	2.0	0.351373	0.315382	1.0
62926597	1981	0.953	0.953	2.0	0.365146	0.353432	1.0
204090866	1982	0.904	0.904	1.0	-0.0	0.469783	1.0
243662422	1983	0.977	0.977	2.0	0.400157	0.367536	1.0
80979157	1984	0.888	0.888	1.0	-0.0	0.411663	1.0
59338505	1985	0.904	0.904	2.0	0.32392	0.287779	1.0
