uid	C	h	|S|
30929500	-0.0	0.42807	1
234318173	0.360122	0.349148	2
83370426	0.465346	0.453393	2
58010516	0.463989	0.450785	2
36813285	0.522019	0.251088	3
5916122	0.463309	0.44248	2
162234728	0.443975	0.408216	2
15803220	0.507284	0.497405	2
3840	0.434081	0.413721	2
104840160	0.439754	0.428539	2
18867266	0.4667	0.441752	2
11698322	0.519206	0.488437	2
61751708	0.320452	0.294991	2
18514207	0.355299	0.324127	2
95522978	0.363978	0.349786	2
147700530	0.221273	0.175486	2
109370698	0.324016	0.209206	3
94919897	-0.0	0.402254	1
210785308	-0.0	0.506774	1
206322915	1.68009	0.370776	5
27283	0.658795	0.16797	17
47914845	-0.0	0.516575	1
25393674	0.421855	0.40995	2
15924411	0.311856	0.266475	2
52117188	0.383695	0.376125	2
26739128	-0.0	0.509318	1
190915626	-0.0	0.383149	1
222189121	0.343899	0.293278	2
7746052	-0.0	0.456684	1
100573490	0.395916	0.323951	2
237434201	0.336786	0.26118	2
23844792	0.251802	0.229758	2
78000325	0.350439	0.302344	2
11413172	0.378273	0.294241	2
40096276	0.25467	0.207667	2
14837928	0.599776	0.48532	3
5606492	0.401939	0.356345	2
46666938	0.328928	0.290797	2
220502693	1.10478	0.176811	36
49011247	0.164598	0.143076	2
71967936	0.264128	0.202897	2
756083	0.463989	0.461589	2
14350762	1.83367	0.379635	59
271127683	0.307513	0.293256	2
60932062	0.202724	0.173554	2
191486542	0.429793	0.379519	2
18557448	0.457846	0.443729	2
19826509	-0.0	0.536322	1
93730653	2.47469	0.413557	87
788673	0.505381	0.490753	2
36230769	0.279859	0.23169	2
138322735	0.299615	0.275911	2
9574902	0.282592	0.264108	2
113184261	1.18955	0.3481	21
42108592	0.263189	0.214008	2
90938377	-0.0	0.500045	1
171719023	1.47421	0.53771	12
14944471	2.71568	0.303729	194
159329042	-0.0	0.518453	1
91418281	1.30672	0.44862	6
42957361	0.408648	0.364379	2
23866339	0.400439	0.37657	2
19065686	0.272509	0.250587	2
112558885	-0.0	0.241115	1
16049723	0.558796	0.433283	3
183146283	-0.0	0.363635	1
166698317	0.2323	0.224148	2
15013580	0.390598	0.381138	2
17928145	0.486013	0.473655	2
30340990	0.371232	0.358674	2
15843240	0.23724	0.180286	2
106601959	0.24699	0.224871	2
13728412	-0.0	0.524056	1
116690967	0.118016	0.0385029	2
231476876	-0.0	0.263256	1
16275014	0.401939	0.386064	2
15233366	0.4847	0.4725	2
29767444	0.533393	0.344476	4
19477654	2.44992	0.33086	7
20173675	0.290716	0.183676	2
16494284	0.477429	0.460379	2
22201568	0.410129	0.406459	2
14685183	0.49448	0.48439	2
1053301	-0.0	0.412337	1
414853	0.372018	0.351226	2
15522756	0.509182	0.493195	2
101014503	0.417522	0.0947101	3
20770172	-0.0	0.450785	1
16812732	4.38612	0.34669	141
30324031	0.335627	0.304793	2
28733900	-0.0	0.392392	1
261765367	0.397427	0.37463	2
58866657	0.323007	0.294005	2
53084125	-0.0	0.502938	1
13767702	0.377494	0.342607	2
29719777	2.85288	0.381727	141
20280033	0.311856	0.260057	2
18840983	2.77014	0.535725	51
84958944	3.80894	0.399783	97
6120472	2.55873	0.299056	79
50387743	0.383695	0.347425	2
209150087	0.298004	0.105639	3
153119220	0.35932	0.33488	2
19884721	0.343077	0.246727	2
136952493	-0.0	0.415294	1
127568130	1.65547	0.179541	25
31163497	1.68235	0.441371	6
15041902	0.403436	0.38	2
243494256	0.313585	0.2757	2
17240550	0.372804	0.362309	2
18134756	0.266935	0.239073	2
51028602	0.414552	0.397426	2
6389222	2.22872	0.388702	80
141243524	0.167986	0.13129	2
24425906	0.408354	0.314138	3
227124242	-0.0	0.541762	1
17461963	0.269728	0.237384	2
17767500	3.51271	0.412599	36
19881288	0.188904	0.160034	2
57486140	0.153123	0.132105	2
21513512	0.622215	0.250196	4
14332565	0.441868	0.406652	2
93151373	-0.0	0.438464	1
29732504	1.68342	0.132818	149
795448	1.40372	0.387414	26
122895180	0.671274	0.337914	3
41238441	2.30733	0.400515	47
58537607	0.410129	0.363246	2
15076776	0.327242	0.316653	2
13457562	2.49405	0.181859	101
13693042	3.6463	0.33757	237
14084098	0.38215	0.365097	2
755452	0.436924	0.41777	2
112882584	-0.0	0.504219	1
15426896	0.414552	0.372838	2
15393033	1.02138	0.307138	18
79873303	0.301379	0.263952	2
27292941	-0.0	0.497138	1
9147742	2.99741	0.327682	113
67321398	-0.0	0.506774	1
10952962	0.4847	0.46137	2
224809136	0.273433	0.255063	2
153483319	-0.0	0.460814	1
15878020	-0.0	0.459043	1
21318903	-0.0	0.526529	1
125478633	0.458531	0.411865	2
60802792	0.333959	0.287504	2
9853212	0.787533	0.386792	3
16388972	0.203772	0.170965	2
84927631	0.401939	0.384448	2
18635626	0.390598	0.373933	2
140060120	1.52145	0.501117	10
815233	0.44956	0.422419	2
14134608	0.462629	0.415126	2
114950933	0.322156	0.294842	2
237650161	0.336889	0.328608	2
14139584	0.520414	0.373416	5
2226621	1.56154	0.331066	49
15635812	0.520447	0.502314	2
22150874	0.417483	0.41204	2
14850719	0.321305	0.267481	2
213129687	0.244083	0.234947	2
17387554	-0.0	0.365445	1
33369174	0.428357	0.371913	2
23963107	2.00468	0.248127	116
147756403	0.24311	0.225705	2
22611722	0.368078	0.351184	2
48504894	0.33812	0.322169	2
14115587	0.492537	0.486614	2
112237055	-0.0	0.439529	1
126492276	0.426197	0.418391	2
90342052	0.18566	0.135015	2
16612857	0.457159	0.426325	2
188202145	3.30328	0.353224	15
21329702	-0.0	0.401878	1
262374583	0.124287	0.0820642	2
28623830	0.412344	0.388445	2
55617759	-0.0	0.464554	1
155205940	0.218226	0.159314	2
267519951	-0.0	0.409404	1
9485202	0.342253	0.259066	2
57102394	0.761236	0.160261	25
16191771	-0.0	0.505817	1
50485817	1.7604	0.318546	25
18216761	0.429076	0.412535	2
115242946	0.474764	0.46678	2
123971807	0.202724	0.176222	2
17021619	0.489935	0.477839	2
833071	0.338949	0.315811	2
11896822	0.161186	0.13781	2
176996195	0.138951	0.0856125	2
26197118	0.368078	0.316036	2
21275406	0.267867	0.261471	2
700593	0.368078	0.353746	2
86092304	0.655529	0.328728	3
52233562	0.302259	0.253529	2
181255875	0.289819	0.26081	2
162140481	0.219244	0.183656	2
221209416	3.55745	0.369451	30
17380976	-0.0	0.393537	1
132553078	0.230312	0.153374	2
14089271	0.427638	0.414569	2
15809601	-0.0	0.392009	1
152189675	0.219244	0.201169	2
142313915	0.466595	0.0690992	42
82821085	0.269728	0.20244	2
53411390	0.37905	0.349022	2
17464581	0.363316	0.344946	2
16000947	0.480083	0.466139	2
167429895	0.333123	0.266753	2
103157143	0.436214	0.418412	2
43637692	1.93645	0.307744	73
175938534	0.261307	0.244985	2
94607882	0.305766	0.222693	2
14888362	0.746275	0.392744	3
15342518	-0.0	0.587475	1
18547882	0.410129	0.401045	2
15729205	0.359884	0.264736	3
57505932	0.387539	0.367616	2
24791281	-0.0	0.532363	1
16016852	0.407163	0.394194	2
9590262	0.291612	0.277774	2
11433472	0.385235	0.363879	2
14219103	0.398182	0.37158	2
38260779	0.470073	0.463124	2
22353594	0.314448	0.282711	2
85921707	-0.0	0.170914	1
147314264	0.420401	0.327871	2
122540204	-0.0	0.450436	1
14388689	0.33061	0.28097	2
249425665	0.511703	0.50334	2
41211760	0.408648	0.394448	2
34904126	0.310122	0.258726	2
82390302	0.334793	0.30302	2
62926597	0.343899	0.333646	2
204090866	-0.0	0.469673	1
243662422	0.372804	0.345015	2
80979157	0.431941	0.427968	2
59338505	0.339777	0.30741	2
207822237	0.398935	0.38396	2
8156622	0.211049	0.191243	2
62913830	0.393289	0.174266	3
7853592	0.353683	0.326344	2
40458803	0.416019	0.372563	2
243259943	0.448864	0.430569	2
44497235	0.436924	0.417219	2
54475659	0.426918	0.374936	2
245776950	1.65325	0.192428	32
53280402	0.40642	0.379871	2
11892722	0.448168	0.431199	2
160097143	-0.0	0.153742	1
17576667	0.210015	0.191148	2
53175809	0.303138	0.278865	2
78300990	0.296071	0.264649	2
4182751	0.352063	0.317794	2
245865407	0.277113	0.18476	2
179019278	0.323856	0.301856	2
15868433	0.40119	0.339621	2
12095912	0.339777	0.318365	2
14831123	0.388306	0.377953	2
18689581	1.90912	0.497942	8
43500507	-0.0	0.44799	1
10691752	0.43834	0.420538	2
16797961	0.409389	0.398931	2
18000311	0.361721	0.347927	2
66546770	1.25679	0.339522	4
18300176	0.33812	0.326164	2
63875612	0.350439	0.286128	2
148478556	0.38215	0.362502	2
165200431	1.32912	0.0599554	4
23126646	0.408648	0.405135	2
35812968	1.69828	0.244421	142
19498445	0.363316	0.314698	2
231242334	0.395159	0.326317	2
97772622	-0.0	0.290918	1
78315807	0.354491	0.295548	2
149436776	0.289819	0.26081	2
14264410	0.372804	0.360403	2
145755847	0.412344	0.344498	2
64420206	0.401939	0.361571	2
88498786	0.414552	0.355299	2
178275485	0.32977	0.283011	2
129250534	0.270657	0.224191	2
65739259	0.287119	0.2488	2
18089164	1.47396	0.337909	25
81618873	3.57631	0.528759	52
17130461	-0.0	0.508683	1
9048222	0.323007	0.302326	2
16496431	-0.0	0.285489	1
123437271	0.410129	0.373164	2
24411254	0.253716	0.226912	2
54370980	0.354491	0.34624	2
19047089	0.296959	0.258321	2
16162490	0.364907	0.347353	2
14802885	0.325552	0.273444	2
678033	0.32977	0.315901	2
15109462	2.15618	0.391511	18
129899561	2.8235	0.267814	125
9686792	0.395159	0.366275	2
14061723	0.439754	0.431949	2
83006046	0.401939	0.330987	2
19920360	0.354491	0.341201	2
26589876	0.434895	0.336958	4
19138755	-0.0	0.497785	1
124866595	0.367287	0.320831	2
21653513	0.267867	0.19372	2
173523874	0.189653	0.124811	2
11848	0.285312	0.210215	2
97289556	0.424753	0.389954	2
14443616	0.314448	0.286994	2
17165458	-0.0	0.468996	1
16120265	0.351251	0.32165	2
113188860	0.511385	0.235303	3
16954719	1.80057	0.52564	7
105235681	0.292506	0.246188	2
132681279	0.42403	0.408061	2
76133	0.694166	0.355118	3
11069462	-0.0	0.540859	1
56994938	0.311856	0.286278	2
175018925	0.484043	0.477042	2
20778703	0.572971	0.27808	3
120707178	0.147273	0.0902889	2
54570415	0.141345	0.117367	2
98714095	0.392883	0.373693	2
11470032	0.314448	0.283993	2
35846393	0.421855	0.395753	2
1300981	0.387539	0.341319	2
202048047	0.325552	0.282093	2
36407795	0.362396	0.315954	3
93176964	-0.0	0.464236	1
10396	0.480083	0.469304	2
114767953	3.13258	0.32912	140
38894977	0.343077	0.307737	2
33606835	0.509182	0.494822	2
172592448	-0.0	0.426985	1
18857778	3.19578	0.455553	55
19683498	0.399687	0.380723	2
23166597	0.378273	0.350721	2
18171406	0.390598	0.364183	2
76638992	0.328928	0.299956	2
15223619	0.542967	0.53651	2
10355872	-0.0	0.363847	1
18557253	2.51935	0.40445	47
2564981	-0.0	0.371006	1
55436408	0.31099	0.284086	2
180481402	0.260363	0.22657	2
15230754	0.262248	0.254133	2
46860582	0.311856	0.285751	2
96779857	0.419921	0.199952	4
14927814	-0.0	0.185309	1
19165946	0.413081	0.397831	2
145408456	0.301379	0.224753	2
16235927	0.274355	0.24842	2
16033434	0.367287	0.35803	2
35267268	0.381377	0.370483	2
50002300	-0.0	0.213947	1
21018559	-0.0	0.463867	1
5025251	0.349625	0.330028	2
18932935	0.441164	0.419604	2
169443688	0.743592	0.0995133	52
75347004	0.18998	0.169818	2
15274752	0.258472	0.239601	2
168732254	-0.0	0.0472017	1
167700350	0.201674	0.134008	2
74625574	2.66733	0.438577	85
42521789	0.296959	0.258256	2
51358709	0.214137	0.174894	2
87409128	-0.0	0.46287	1
135238581	0.155441	0.117388	2
96756546	0.305766	0.26098	2
93929867	-0.0	0.361041	1
38329264	0.335627	0.32372	2
117016997	0.369176	0.291763	3
625323	0.459216	0.446551	2
50985635	0.328928	0.323682	2
16275858	0.379827	0.353096	2
25092348	-0.0	0.486692	1
14431400	0.352874	0.328962	2
9431342	0.40642	0.39837	2
30194186	0.38215	0.36703	2
14727152	-0.0	0.43275	1
20497524	-0.0	0.416767	1
9413702	0.429793	0.422108	2
1203641	0.493833	0.482198	2
34915251	-0.0	0.43704	1
39791744	0.317028	0.308255	2
17448425	1.78928	0.140064	10
19533093	0.394401	0.362966	2
20609319	0.44956	0.423283	2
149729022	0.332287	0.321542	2
75289001	0.427638	0.417088	2
158508135	0.328086	0.311155	2
15842919	0.299615	0.265848	2
1148441	0.356105	0.333911	2
263437031	-0.0	0.43275	1
17375079	-0.0	0.43704	1
167030476	0.386004	0.365976	2
22992918	2.96474	0.544075	51
14452057	0.384466	0.348453	2
212855070	-0.0	0.388557	1
809092	0.389071	0.369848	2
2185	-0.0	0.392009	1
73832207	0.228316	0.182428	2
27413705	1.97384	0.394907	26
163383284	0.347877	0.236345	3
14401102	-0.0	0.447639	1
30059550	2.62971	0.478713	34
54769822	0.350439	0.324053	2
14727931	-0.0	0.443774	1
213937754	0.180206	0.161864	2
36217004	-0.0	0.402254	1
74202957	0.97414	0.175122	56
14144238	0.494941	0.3688	3
62187962	0.18566	0.158586	2
16818490	0.433614	0.285918	4
3533231	0.421129	0.412085	2
111482299	0.356911	0.304778	2
220419374	0.278945	0.263003	2
45045450	0.311856	0.271435	2
195090987	0.35932	0.344574	2
16445899	1.85015	0.404806	65
11896242	-0.0	0.473719	1
17874910	0.418214	0.398268	2
7674792	1.88185	0.324347	8
11202562	0.453716	0.427505	2
10178	0.437632	0.397813	2
9543092	0.405675	0.395904	2
12340562	0.266001	0.223776	2
18391075	0.756349	0.313729	6
30272314	3.07876	0.335466	18
14302111	0.381377	0.355494	2
75236148	0.453157	0.264276	4
17588271	-0.0	0.420069	1
14610275	0.317266	0.198478	3
28339843	0.434793	0.386272	2
168537728	0.473427	0.444105	2
57115373	0.4599	0.456366	2
69583	0.304015	0.232448	2
12322812	0.38215	0.359114	2
38615541	0.285312	0.271776	2
16912241	0.379827	0.333281	2
35074476	-0.0	0.289565	1
14763566	0.359178	0.236086	3
222128283	2.44454	0.237465	13
23721972	0.28802	0.264653	2
30008826	-0.0	0.422626	1
17794287	0.313585	0.296137	2
68744485	0.333959	0.301374	2
84014340	2.00692	0.323226	85
86770799	0.32977	0.296573	2
16506383	0.226313	0.151191	2
81020598	0.368078	0.302025	2
68696417	1.4119	0.147411	117
210024810	0.235269	0.196281	2
14820299	0.424753	0.412541	2
18885594	0.284407	0.259261	2
7396542	1.25429	0.382645	13
32266938	0.341429	0.309036	2
165914228	-0.0	0.4673	1
15447545	-0.0	0.433467	1
9286142	0.282592	0.25425	2
19961801	0.386772	0.321141	2
18038375	0.453025	0.424127	2
29040062	0.464967	0.35357	3
11922842	-0.0	0.477406	1
47312280	0.394401	0.351167	2
74026628	0.495773	0.48696	2
16799649	1.37817	0.253689	77
199503098	-0.0	0.470687	1
39241726	-0.0	0.494218	1
32584355	0.195329	0.171564	2
17878154	-0.0	0.487679	1
31582182	0.302259	0.265121	2
91943914	0.157748	0.133489	2
767715	0.400439	0.385251	2
225199394	0.158897	0.127056	2
14888632	0.368868	0.32076	2
18196308	0.304891	0.287579	2
96980395	0.431226	0.413894	2
62562782	0.399687	0.358602	2
10921672	0.298731	0.274947	2
30933895	1.47121	0.383285	43
17788582	-0.0	0.479074	1
212823696	0.332489	0.266368	3
41344854	-0.0	0.440239	1
16075836	-0.0	0.474727	1
98362525	0.284407	0.259579	2
92342722	0.655269	0.320688	3
211059236	0.425867	0.199239	3
106888707	0.339777	0.326916	2
153875670	0.33812	0.308837	2
87203168	1.56794	0.0839108	15
260620672	0.134121	0.0719539	2
211556899	0.267867	0.251078	2
170901481	0.37905	0.283271	2
24574222	0.385235	0.347994	2
106554309	0.292506	0.21413	2
104332218	0.319598	0.278097	2
228085717	-0.0	0.336037	1
20275809	0.312721	0.269209	2
259123873	-0.0	0.241115	1
17334372	0.242136	0.218842	2
182342414	0.437632	0.409316	2
8393112	0.352063	0.325226	2
14705619	0.392883	0.380034	2
113651070	0.202724	0.0616218	2
249029212	0.352874	0.346913	2
19096564	0.347994	0.337627	2
15231287	1.63642	0.408464	14
15328388	0.413081	0.398908	2
7562622	-0.0	0.414556	1
13388922	0.37413	0.362871	2
54126586	0.21208	0.189385	2
172888608	-0.0	0.438819	1
18958597	0.305766	0.281336	2
66350411	-0.0	0.410853	1
77540628	0.304015	0.262186	2
10123922	0.276195	0.258666	2
89731752	-0.0	0.458064	1
49128015	0.608288	0.132948	17
15943690	0.198512	0.153792	2
9324442	0.396859	0.276735	3
14433007	-0.0	0.308669	1
106769185	1.32885	0.322826	15
83966731	0.236256	0.209102	2
41159844	0.533939	0.525584	2
56116936	3.44911	0.327657	216
79039503	0.172253	0.0944502	2
173452455	0.176904	0.125452	2
11332	0.875123	0.190691	23
15683	0.340603	0.313539	2
9537762	0.753272	0.319458	10
71530623	0.284407	0.242573	2
28371616	0.455784	0.452232	2
18933832	0.34554	0.333455	2
15378805	0.439754	0.432027	2
18930170	0.381377	0.355124	2
15148807	0.25276	0.231485	2
241164164	-0.0	0.460814	1
156644794	0.296071	0.283324	2
25897762	0.380602	0.370011	2
61317377	0.258472	0.22788	2
18233716	0.350439	0.339885	2
153907458	0.301379	0.262984	2
236508708	0.234281	0.20089	2
15210530	0.402777	0.244789	3
227838448	0.249882	0.223292	2
156407255	0.343077	0.312159	2
86495946	0.357715	0.31835	2
223468292	0.34636	0.299205	2
20851240	0.299615	0.248622	2
211208190	0.31099	0.284157	2
27953	0.300497	0.279927	2
133778635	-0.0	0.212914	1
15323865	-0.0	0.322506	1
239113093	0.239204	0.178141	2
16951971	0.431941	0.42297	2
14054450	0.364907	0.353271	2
14855279	-0.0	0.527146	1
10221752	0.371232	0.34926	2
180463340	0.305766	0.291855	2
43636381	0.34636	0.324396	2
14300954	0.320452	0.303749	2
63796576	0.265065	0.180431	2
17368610	2.60588	0.277249	41
170777800	0.317028	0.288644	2
21889071	0.2835	0.256133	2
16358939	0.397427	0.392206	2
47736537	0.263189	0.224243	2
47110722	0.326398	0.285678	2
238819163	0.241888	0.160209	3
129730276	0.222285	0.207271	2
234696158	0.320452	0.228116	2
3460751	0.320452	0.307662	2
3452941	0.338949	0.306815	2
47156117	0.256574	0.212161	2
45450377	-0.0	0.523404	1
25512025	0.320452	0.304536	2
29518132	0.284407	0.273629	2
34983319	0.280771	0.25181	2
16814973	0.375935	0.364966	2
15064389	0.225309	0.177574	2
153586491	1.77051	0.355291	6
47938142	0.20898	0.155389	2
201656128	0.221181	0.114552	2
15488145	0.303138	0.278749	2
103106691	0.112925	0.0965235	2
29409786	0.250843	0.094537	2
58904655	0.364907	0.351082	2
232571300	0.211049	0.135424	2
7604502	0.310122	0.298019	2
181800245	2.75427	0.281518	59
9376622	0.516883	0.454362	3
94717868	0.310122	0.301181	2
14204486	-0.0	0.432391	1
11829282	0.450255	0.420866	2
24257957	-0.0	0.310416	1
102107813	0.389071	0.379617	2
157524175	0.243976	0.186221	2
14924757	0.298731	0.260572	2
16904101	0.395159	0.385551	2
16970274	0.25276	0.201606	2
107639543	0.47363	0.309015	8
98964742	0.360122	0.337064	2
138208836	-0.0	0.160113	1
10928462	-0.0	0.407876	1
150312587	0.317028	0.295821	2
33870680	-0.0	0.359431	1
18039861	0.373588	0.346813	2
200955931	0.314448	0.22678	2
194783022	-0.0	0.32336	1
119468133	0.447022	0.38694	4
127846497	0.315309	0.289604	2
5153221	0.309254	0.288258	2
16191575	-0.0	0.33184	1
16882886	0.224303	0.206301	2
243500711	0.231307	0.219105	2
128942333	0.404183	0.370583	2
23188976	0.134121	0.0955728	2
21433355	-0.0	0.328038	1
139788444	0.25276	0.22846	2
174576605	-0.0	0.32719	1
819284	0.399687	0.383667	2
92864930	-0.0	0.357818	1
17066077	0.403436	0.382659	2
12935692	-0.0	0.348459	1
254075185	-0.0	0.132836	1
15077051	0.308384	0.287839	2
19341833	-0.0	0.173157	1
198921631	0.27803	0.261849	2
14128528	0.383695	0.374369	2
18587662	0.320452	0.281426	2
20025220	0.446075	0.433429	2
128968339	0.351251	0.34423	2
15466555	0.304891	0.281926	2
8957852	0.34472	0.323678	2
94378996	2.91023	0.390365	40
17046369	-0.0	0.502938	1
56081354	-0.0	0.343106	1
24259740	0.422581	0.414268	2
42330308	0.25276	0.216162	2
210979659	0.21208	0.201054	2
131625652	-0.0	0.478073	1
84972513	0.227315	0.208285	2
16426698	0.387539	0.371699	2
69493393	1.01901	0.230917	33
150022622	0.390598	0.357656	2
616173	3.07573	0.348712	77
18072408	0.260363	0.208085	2
260305358	0.331449	0.31069	2
16888904	-0.0	0.436327	1
22076359	0.335627	0.31759	2
96316448	0.2835	0.265469	2
150956563	-0.0	0.329731	1
7006712	0.456472	0.439484	2
35974686	-0.0	0.258516	1
109596525	0.067765	0.0353562	2
17630773	-0.0	0.407502	1
15825852	-0.0	0.505498	1
17332386	0.34636	0.335528	2
15429250	0.375153	0.36808	2
65619380	0.244083	0.218866	2
116281445	0.47724	0.221842	3
17246888	-0.0	0.332682	1
37549379	0.829152	0.288763	7
15768141	0.393643	0.380357	2
35476723	0.342253	0.320494	2
68480226	0.156596	0.137839	2
819522	0.357715	0.319116	2
38541154	0.250843	0.241603	2
81702106	-0.0	0.411966	1
41660436	-0.0	0.398858	1
251744064	0.265065	0.24585	2
130269029	-0.0	0.408994	1
139024456	0.358518	0.322373	2
26719898	0.34636	0.3094	2
18105493	0.222285	0.207918	2
16520112	-0.0	0.377694	1
13062502	-0.0	0.316059	1
110821538	-0.0	0.379648	1
15765586	-0.0	0.408994	1
63646347	0.27321	0.179372	3
14313749	-0.0	0.30604	1
19597166	-0.0	0.345678	1
17737138	0.460583	0.4534	2
8435452	3.29033	0.428932	52
99320433	-0.0	0.253255	1
17326645	0.387539	0.382659	2
19195914	2.01958	0.366736	13
14118653	0.354491	0.326838	2
51466642	0.316169	0.2862	2
196743148	0.360922	0.33259	2
806204	0.235269	0.198348	2
257109619	0.205862	0.183504	2
87712519	0.368078	0.339461	2
10226672	0.398436	0.308567	3
28006501	0.398935	0.390737	2
23130098	0.412344	0.380073	2
83974975	0.30664	0.279	2
29695131	0.290716	0.249155	2
30462898	0.395159	0.376718	2
29827578	-0.0	0.441301	1
94229358	1.29679	0.223073	84
23145109	0.382923	0.34276	2
16745770	0.372018	0.356913	2
62783	0.347994	0.329982	2
50408030	0.380602	0.353248	2
16222574	-0.0	0.407502	1
13654112	0.34881	0.339887	2
15368554	1.64954	0.375057	36
22876951	0.335971	0.294909	2
18369254	0.302259	0.279892	2
12781762	0.417483	0.413001	2
14315246	0.418214	0.400039	2
41929517	0.281682	0.256078	2
14270757	2.46458	0.229323	102
25159698	0.332287	0.309672	2
20632381	0.323007	0.303013	2
79342899	2.12178	0.267186	127
124970465	-0.0	0.315194	1
236323434	0.0931713	0.0785636	2
73532402	-0.0	0.256131	1
78212056	0.263189	0.220159	2
262261836	0.305766	0.283456	2
157767014	-0.0	0.180925	1
18201948	0.446075	0.440221	2
6609072	-0.0	0.319076	1
1637181	0.356105	0.329858	2
14095473	0.27803	0.270718	2
235538483	0.219244	0.202105	2
44320256	-0.0	0.382761	1
10173562	0.307513	0.290813	2
41188469	0.331449	0.311408	2
74411287	0.199568	0.167735	2
14948485	0.374371	0.353722	2
15250836	0.417483	0.407127	2
8384912	0.311856	0.299453	2
11489	0.436214	0.43202	2
92697733	-0.0	0.27955	1
46589508	0.318742	0.29489	2
15242663	0.400439	0.357429	2
15145021	-0.0	0.421166	1
19044237	0.380602	0.358979	2
33213349	-0.0	0.376519	1
18092306	-0.0	0.361442	1
54295084	0.341429	0.320413	2
16546592	0.386004	0.371834	2
103550181	-0.0	0.214463	1
40345109	0.203772	0.148786	2
15320887	0.323007	0.308116	2
34010454	0.380602	0.361174	2
48663963	0.270657	0.249216	2
7480172	-0.0	0.387016	1
19076622	0.368868	0.342962	2
28301633	2.0591	0.426248	12
127666792	-0.0	0.449738	1
14131683	0.357715	0.340359	2
14118937	0.286216	0.243425	2
13097772	-0.0	0.410853	1
79637747	0.261307	0.240169	2
16847211	0.328928	0.317594	2
15441450	0.365701	0.353631	2
210308682	0.372018	0.359125	2
102617462	-0.0	0.289355	1
179975701	0.242136	0.215313	2
132946771	0.364348	0.284157	3
97071094	0.331449	0.315917	2
222036474	0.192127	0.150858	2
12797072	-0.0	0.415294	1
34356968	3.39892	0.3988	32
225515247	-0.0	0.48932	1
14532450	0.411607	0.391344	2
44224901	-0.0	0.30428	1
19679188	0.341429	0.320359	2
18944002	-0.0	0.084594	1
19083865	-0.0	0.143117	1
13298	0.456608	0.225521	3
31016521	-0.0	0.330153	1
18610666	0.225309	0.20686	2
176499503	-0.0	0.450686	1
29097048	2.5062	0.379229	7
10785032	0.394401	0.370315	2
53941287	0.333959	0.304651	2
43194865	0.434081	0.408354	2
182825727	-0.0	0.318215	1
86188413	0.538074	0.256359	3
123431836	0.261307	0.25022	2
14274132	0.321305	0.301223	2
40907388	0.259418	0.250429	2
92513185	0.225309	0.200528	2
21700719	0.360122	0.317698	2
180605438	0.313585	0.278164	2
17224164	0.325552	0.315188	2
29641373	-0.0	0.229709	1
31293436	-0.0	0.22214	1
213945499	0.17469	0.113672	2
125867143	0.300497	0.286817	2
22907920	0.400439	0.389902	2
7721172	-0.0	0.311288	1
14380462	-0.0	0.352952	1
55222535	0.219244	0.201275	2
173273224	0.227315	0.210762	2
18872519	0.202724	0.184086	2
258949269	0.378273	0.361027	2
72741498	0.205862	0.166139	2
61291337	0.235269	0.212358	2
18705078	0.364112	0.33453	2
37977930	-0.0	0.341865	1
178468054	0.341429	0.323778	2
10144522	0.296071	0.288494	2
15276401	0.244083	0.235589	2
43239422	0.317886	0.311396	2
49269927	0.218226	0.195286	2
56973737	0.194264	0.158504	2
755332	0.32977	0.273418	2
14135237	1.45205	0.336725	28
29427149	0.313585	0.30086	2
6774272	0.349625	0.315106	2
6753242	-0.0	0.408994	1
17764146	-0.0	0.349278	1
57187935	0.194264	0.166229	2
26236577	0.320452	0.312966	2
111789350	0.395916	0.38578	2
239188819	0.309254	0.290497	2
28976045	0.182395	0.152348	2
18761609	-0.0	0.330153	1
106782001	-0.0	0.152574	1
34022565	-0.0	0.379257	1
23584959	0.57181	0.278382	3
191807566	0.25467	0.193415	2
181421726	0.33729	0.279249	2
7350652	0.825501	0.386278	11
10284542	0.388306	0.378374	2
156768711	-0.0	0.246489	1
15117599	0.317886	0.307615	2
123042932	0.199568	0.186149	2
203495480	0.219244	0.125794	2
203867751	0.27803	0.230954	2
1069351	0.435504	0.425041	2
6084982	0.33812	0.326742	2
77285641	0.34554	0.330527	2
7770342	1.69152	0.264827	67
110972066	0.316169	0.294065	2
93996939	0.295182	0.255817	2
14724577	0.327242	0.288711	2
17142283	0.379827	0.367452	2
18763514	0.427638	0.419169	2
108789283	0.327242	0.28731	2
19751635	0.372018	0.36232	2
247358076	0.40642	0.367643	2
73497064	-0.0	0.308669	1
33063845	0.309254	0.291117	2
18944608	-0.0	0.444478	1
8690902	0.404183	0.387722	2
25804856	0.32977	0.28972	2
27426996	0.336459	0.280264	2
43541405	0.437796	0.291487	4
245126239	-0.0	0.439174	1
3100011	0.316169	0.307266	2
16668970	0.28802	0.260393	2
5724622	-0.0	0.374556	1
255167616	-0.0	0.399614	1
3028161	0.352063	0.330754	2
14277276	0.360122	0.347984	2
231197232	0.229315	0.195611	2
21678847	0.255623	0.215975	2
16750984	-0.0	0.428792	1
21881105	-0.0	0.438464	1
30028738	-0.0	0.362646	1
125409467	0.304891	0.222598	2
49462176	0.360922	0.344189	2
19251570	-0.0	0.392774	1
199796064	0.230312	0.212248	2
58818905	0.217207	0.190802	2
24906998	0.290716	0.249973	2
