uid	C	h	|S|
18953266	0.393643	0.277024	2
31520228	0.572677	0.550274	2
18833982	2.7219	0.298225	191
29555467	0.578329	0.506029	2
14822021	0.52354	0.475455	2
14861579	0.483385	0.472583	2
46072995	0.527231	0.462853	2
16012310	1.56585	0.586279	5
171569791	0.420401	0.396169	2
18655567	3.17938	0.601128	78
18832833	1.83701	0.47963	5
17393362	5.1745	0.424671	149
128601175	3.77838	0.411883	110
17945015	0.559464	0.546219	2
54877998	1.07072	0.474569	5
17396038	0.62163	0.589538	2
48142800	0.667492	0.646069	2
456	0.989934	0.448519	4
11058922	0.532099	0.373348	3
21817105	0.553038	0.488595	2
78789634	-0.0	0.584407	1
205346326	-0.0	0.681532	1
33080831	1.29821	0.433221	9
8769212	0.58504	0.527505	2
232603412	0.643066	0.539994	2
17202143	0.463309	0.436228	2
117943004	3.04653	0.533584	25
245314387	0.318742	0.275714	2
212449549	0.385235	0.344525	2
78906196	0.42403	0.346056	2
55933111	1.88888	0.527316	7
15479484	3.09545	0.505192	52
62850757	0.419673	0.197796	2
68552069	0.540573	0.479074	2
42793960	0.730434	0.712575	2
14270329	0.688962	0.640993	2
16027532	0.643566	0.63423	2
7155782	0.416019	0.36911	2
253888243	5.24991	0.371243	275
22589921	0.285312	0.239147	2
15445154	-0.0	0.577371	1
16540406	1.90175	0.394733	47
16641718	5.12911	0.480884	128
39591754	2.9653	0.486615	24
86080280	0.263189	0.24112	2
19675857	0.461948	0.419507	2
184517281	-0.0	0.711056	1
83220224	0.657374	0.552639	2
17212941	0.474764	0.408382	2
166393495	0.464668	0.41521	2
243660328	0.445376	0.399056	2
72627052	1.20402	0.669442	3
180770812	1.49596	0.524374	5
70706453	0.484043	0.387708	2
33617885	0.386772	0.35926	2
28674090	3.82823	0.44945	238
77577477	0.627327	0.555412	2
852861	2.94114	0.570398	8
38864480	0.513588	0.382132	2
77107611	0.413081	0.302978	2
15219854	0.651993	0.633719	2
208325536	0.421129	0.328427	2
16887348	0.303065	0.197979	3
16373550	3.33441	0.675228	25
19783137	0.613235	0.572303	2
30268257	-0.0	0.603386	1
10168082	-0.0	0.690757	1
34323672	0.477288	0.328274	3
18028249	0.577767	0.528669	2
12354252	0.86712	0.453033	3
25729276	0.927959	0.448993	3
129360573	0.551862	0.528653	2
215151662	-0.0	0.459441	1
179925427	0.463309	0.423978	2
18041438	-0.0	0.596035	1
138555043	3.95288	0.51109	79
52826354	2.98691	0.693957	10
34733255	0.603096	0.539894	2
10420662	4.12929	0.598573	89
19988765	4.72478	0.511244	129
58881671	0.560624	0.493532	2
147787042	1.0476	0.423031	8
236906258	0.612706	0.546738	2
166961004	0.533332	0.478654	2
19611658	5.10186	0.469372	86
37069994	0.555382	0.454801	2
33668466	1.10748	0.475024	4
145347010	0.420561	0.311814	3
89280747	-0.0	0.601218	1
23974021	0.644065	0.470202	2
139909424	0.471417	0.367646	2
72426413	0.505381	0.470469	2
212006174	0.456472	0.349728	2
233743392	0.448168	0.403999	2
236409451	0.422581	0.31955	2
139889120	0.49448	0.484584	2
15044502	0.445376	0.43432	2
9277002	1.0203	0.550072	3
25367291	2.46383	0.411921	44
33452988	2.97198	0.295687	14
6708952	0.598772	0.561347	2
66993	0.574378	0.500063	2
256730418	0.58337	0.535668	2
94965305	1.53434	0.555007	5
23246523	1.59228	0.371574	23
16827720	1.29039	0.564979	5
47742968	0.471417	0.385801	2
12597012	2.32025	0.518577	47
82296488	-0.0	0.745628	1
688273	0.591673	0.516586	2
33672294	-0.0	0.595761	1
49620984	4.13573	0.321361	169
261932674	0.322156	0.259924	2
96109157	0.377494	0.237509	2
16393123	0.334793	0.272795	2
55885084	1.4306	0.431838	6
243913373	0.355299	0.248792	2
17288031	0.160043	0.128575	2
228882103	1.12214	0.464568	5
115247248	0.480083	0.433424	2
157455254	-0.0	0.721928	1
213085196	0.785458	0.405475	3
34033504	0.40493	0.355685	2
18417216	0.703778	0.511288	5
17993006	0.61902	0.588175	2
236368003	0.380281	0.20104	2
18127893	0.420401	0.372064	2
16069024	0.561204	0.536554	2
14910806	-0.0	0.554854	1
16703058	0.436214	0.327514	2
21113258	0.501555	0.439613	2
158827969	0.446075	0.413953	2
19408219	0.565245	0.523351	2
19624059	0.455096	0.419094	2
6419872	-0.0	0.597677	1
24551605	0.701133	0.691791	2
21962567	-0.0	0.00772408	1
23064510	0.457159	0.39395	2
75719992	0.655912	0.619707	2
20116255	0.511074	0.492395	2
160249850	-0.0	0.683849	1
55303089	4.40592	0.445036	284
80481912	0.414351	0.357339	2
238709006	0.308384	0.232492	2
44672556	0.640559	0.622588	2
8875462	1.39934	0.107881	18
120696669	0.318742	0.284209	2
86239624	0.459216	0.440242	2
1253451	2.30659	0.555178	8
57131205	3.41767	0.350585	79
199654751	0.782968	0.30039	5
14242280	0.410868	0.324201	2
14605495	0.399687	0.381138	2
84430599	1.59856	0.589537	18
257564668	-0.0	0.717202	1
63009240	-0.0	0.655451	1
131267096	0.940526	0.411985	4
30455734	0.289819	0.221616	2
17848135	2.71009	0.62138	7
26334426	4.09664	0.519952	112
197216839	2.62339	0.475034	109
22023311	0.646059	0.604434	2
18576979	0.412344	0.305632	2
144538924	0.561783	0.501538	2
24794263	0.593867	0.535968	2
132581307	2.72332	0.378015	181
14641392	0.990849	0.407361	5
100818788	0.470073	0.443812	2
14625146	1.02337	0.596145	5
14389132	0.515466	0.470252	2
15826306	0.501555	0.458465	2
1081	0.514841	0.480471	2
147279456	0.58337	0.564142	2
17385961	3.14702	0.286335	118
21816096	0.539372	0.53496	2
258483974	0.4694	0.441655	2
101477465	0.551862	0.537931	2
55145303	0.389835	0.294629	2
14255263	1.93526	0.39499	6
17371061	0.422597	0.289047	3
112443324	0.261307	0.238872	2
19841754	2.61737	0.303369	57
197882703	0.419673	0.270784	2
88829709	0.299615	0.263458	2
38954124	3.53064	0.660184	31
44601540	1.70452	0.345876	53
83434276	1.2038	0.464771	4
94216261	0.522923	0.482954	2
47740393	3.64064	0.523109	21
15529625	0.707761	0.706872	2
161487173	0.603096	0.520397	2
104292960	0.915921	0.45752	3
10786382	0.486013	0.474471	2
72218449	0.551862	0.537014	2
82655261	0.558882	0.519299	2
16153984	0.446456	0.360218	3
12727902	2.07823	0.515053	45
15120037	0.555382	0.539486	2
14586849	0.611646	0.597594	2
15628274	2.92475	0.286909	8
67090241	0.50855	0.451282	2
34075958	0.507918	0.490049	2
260088800	3.76197	0.488631	52
17939480	0.57154	0.541394	2
18431771	0.576639	0.53524	2
41291640	0.326398	0.273109	2
23309869	-0.0	0.627726	1
14125005	0.578329	0.552714	2
251225221	1.95439	0.153468	8
16381764	3.07329	0.65593	9
14291015	0.794374	0.35773	6
58277473	0.586705	0.486211	2
256132522	0.457846	0.400284	2
132250957	0.457846	0.407639	2
49849110	0.421855	0.395619	2
6092972	1.22672	0.536363	5
155394436	0.667492	0.650384	2
13884782	0.28233	0.190016	3
84025309	0.410868	0.403717	2
57643840	1.0127	0.368651	4
17206658	0.464668	0.452347	2
25290300	1.48736	0.406717	7
15726358	4.87058	0.574457	84
109000282	2.39016	0.420163	104
142705588	0.416752	0.3747	2
71847229	0.192127	0.105781	2
33158772	0.255623	0.177732	2
16533239	0.55245	0.503492	2
169780995	0.390598	0.323067	2
52575960	0.580014	0.547578	2
93154796	0.468726	0.40458	2
181516905	0.44956	0.401922	2
120912662	2.20883	0.530557	26
62515092	0.844319	0.353688	4
135102077	0.309254	0.145255	2
6297382	0.473427	0.424289	2
230253710	0.424319	0.329475	2
54252070	0.560044	0.538295	2
90469674	0.513588	0.446797	2
184544253	0.436924	0.388637	2
15831401	5.16511	0.542416	176
162052960	0.793485	0.52462	5
105305259	3.69927	0.677584	26
38729990	0.500275	0.41953	2
229517477	2.67229	0.414269	23
81505840	0.555967	0.546083	2
28377973	0.480083	0.438391	2
147977705	0.354491	0.295563	2
125218969	0.40119	0.336768	2
231535622	2.59231	0.41876	18
46205067	0.444676	0.390637	2
149075605	0.467376	0.447254	2
232420456	0.4694	0.40838	2
89552709	0.939698	0.335616	4
5693062	-0.0	0.583006	1
16181186	0.264128	0.196492	2
227818834	1.36703	0.440499	5
114685387	-0.0	0.636707	1
15113529	0.343899	0.323514	2
651543	1.34936	0.375114	36
18183164	0.478758	0.295005	2
104346439	0.312721	0.225188	2
29708582	0.413081	0.372306	2
16278276	0.648328	0.281267	6
18327007	0.461948	0.447861	2
18629665	2.91518	0.514414	10
7018942	0.573812	0.520765	2
28564127	0.423306	0.385074	2
59355478	0.413081	0.389313	2
24483516	2.68279	0.760913	7
102627173	0.453025	0.344966	2
48726854	0.416019	0.386007	2
18873213	0.488631	0.478283	2
55391997	0.333959	0.303195	2
19404944	0.450255	0.415067	2
37222477	0.467376	0.424205	2
226207535	2.5274	0.444137	12
237197733	0.953824	0.423418	4
118910013	0.450255	0.380847	2
211185030	0.648539	0.635201	2
91488968	2.20556	0.270675	192
15043499	0.371232	0.313948	2
22878414	0.390598	0.35706	2
12536272	3.95404	0.513814	211
14366637	0.970185	0.521404	3
23757784	1.1313	0.488867	5
62584936	0.336459	0.208712	2
165814490	0.42403	0.38402	2
118154517	2.96253	0.136815	30
53288855	-0.0	0.63005	1
137795640	0.408648	0.27581	2
133429465	0.439754	0.385861	2
113831847	0.216185	0.196469	2
68601138	0.37905	0.312451	2
84988534	0.382923	0.314437	2
13451802	1.60393	0.600481	5
17579692	0.292506	0.243077	2
42468157	0.269728	0.146385	2
18356346	0.587813	0.582545	2
17522884	4.95088	0.533732	208
237729743	0.60471	0.467727	2
13785352	0.377494	0.359554	2
19023804	0.747197	0.745165	2
15299357	1.35673	0.489869	5
221070728	0.197453	0.165038	2
14053295	0.319598	0.28487	2
33778988	0.554797	0.55026	2
11580962	4.31062	0.431931	131
165826885	0.370445	0.323714	2
78792100	0.491887	0.46027	2
6219652	0.49448	0.464779	2
37341338	0.55245	0.516427	2
143882311	1.65782	0.472061	38
16163790	0.517339	0.498389	2
152479960	0.211049	0.143646	2
17357018	0.388306	0.318006	2
18421171	1.09455	0.426715	25
40340319	0.228316	0.202862	2
34700428	0.340549	0.209097	3
25478329	0.40119	0.336535	2
245188974	3.09096	0.585018	30
221452291	-0.0	0.735049	1
41123794	0.499634	0.446968	2
69648081	0.900136	0.402207	4
27366229	0.43051	0.397112	2
24703871	-0.0	0.390414	1
238948489	0.604172	0.563816	2
19179815	0.333959	0.289258	2
107852752	1.51496	0.269333	97
32435460	0.597142	0.593077	2
683523	0.407906	0.378069	2
49004946	0.488631	0.437013	2
14738804	0.773163	0.596624	4
26486510	0.426197	0.360346	2
52553796	1.59542	0.297287	32
16506571	3.4095	0.368668	200
9355162	0.587259	0.552232	2
225298709	3.3953	0.275258	26
14061771	4.55927	0.515382	281
76488224	-0.0	0.568238	1
14331959	0.598229	0.57715	2
102186571	0.427638	0.391659	2
27512005	0.474789	0.374812	3
1428831	0.352874	0.280654	2
25276905	0.628871	0.611642	2
144712717	0.353683	0.323503	2
5874452	3.00125	0.4531	117
21129459	0.43834	0.334557	2
118791169	-0.0	0.689383	1
12834972	0.541771	0.525597	2
15302120	3.24	0.335244	101
20352504	1.09536	0.234881	35
9074582	0.423306	0.383107	2
21486753	0.656597	0.483954	4
48394755	0.154283	0.131528	2
16492009	3.81679	0.592714	35
154708805	2.57966	0.5034	7
185638007	0.207298	0.144497	2
252429974	0.0509885	0.0369782	2
101171750	0.706883	0.696034	2
30780296	0.24892	0.210145	2
56805668	0.501555	0.46002	2
163250088	1.92287	0.457213	51
31620237	2.71988	0.421425	12
14098332	0.479421	0.457748	2
52405458	0.591564	0.29115	3
14382508	0.628871	0.624907	2
126912691	3.64886	0.530218	34
782010	0.577203	0.559589	2
81192788	0.460583	0.426356	2
18540889	0.431226	0.416144	2
15199325	3.34675	0.405742	88
26734588	0.768065	0.395287	3
163466354	3.16569	0.24901	17
172771660	0.350439	0.273232	2
41549425	0.396672	0.368634	2
17898705	2.18208	0.293417	84
36279515	0.392883	0.348571	2
8299792	3.36054	0.274809	205
245701255	0.395916	0.293081	2
5126871	0.265065	0.241017	2
749333	0.416019	0.353221	2
56653	0.403687	0.312644	3
18414159	0.6142	0.288722	3
25762392	1.09488	0.345151	6
236242567	-0.0	0.420801	1
15555038	0.352874	0.294043	2
42670114	0.399687	0.393537	2
48181005	-0.0	0.582726	1
18478410	0.587813	0.547951	2
16087477	0.454406	0.418065	2
56458700	-0.0	0.541461	1
137786520	-0.0	0.410482	1
96387764	-0.0	0.537233	1
7929742	3.23069	0.316094	232
16201819	4.913	0.56243	107
152887479	0.513588	0.437177	2
18152057	0.355299	0.293752	2
10334122	0.403436	0.37625	2
99740489	0.417896	0.346722	2
14326003	0.468128	0.305719	3
161700842	0.34472	0.30932	2
17542395	2.17152	0.498273	24
142977623	3.32612	0.583921	15
26747105	4.52867	0.579409	86
19153333	0.391361	0.30327	2
9131582	2.51594	0.437981	52
182899207	0.480083	0.3944	2
271083347	0.395159	0.285156	2
39825031	0.573812	0.551363	2
27095215	0.23724	0.200827	2
213310819	0.289819	0.202801	2
28873178	0.5704	0.549178	2
5798602	0.507918	0.492236	2
69605342	0.463309	0.442643	2
167613805	5.14019	0.292227	112
198728250	5.05703	0.30072	103
28018672	0.54495	0.457464	3
22736954	1.05808	0.332028	14
59857359	0.812571	0.42727	3
45190383	2.87586	0.49275	13
41883924	1.58812	0.346578	4
16010789	2.35013	0.500611	36
76373	0.555967	0.538371	2
19831538	3.34331	0.616142	13
142169165	0.401305	0.269144	3
16050292	0.418214	0.364401	2
17415305	0.276195	0.244012	2
157645081	1.104	0.420725	4
35656602	0.511074	0.494533	2
25197341	0.52354	0.512914	2
93657366	1.03553	0.40946	10
197178807	3.31702	0.453035	17
9015512	0.495773	0.46208	2
5051171	0.584484	0.553781	2
98580028	0.372018	0.316395	2
15066876	0.4847	0.45735	2
17610796	0.509182	0.469305	2
29862576	-0.0	0.476402	1
12350902	0.459216	0.448201	2
180703009	-0.0	0.535715	1
28609576	0.2835	0.184606	2
18795950	0.293399	0.163105	2
201531255	3.03335	0.571053	12
18254895	0.560624	0.547677	2
64365916	0.504539	0.307804	5
146237367	0.454406	0.397808	2
17005197	-0.0	0.615691	1
201582573	0.278945	0.247728	2
134389056	-0.0	0.429513	1
1807651	0.526617	0.453767	2
37687528	0.264128	0.101428	2
14848221	0.554211	0.519877	2
37920064	-0.0	0.410482	1
15229127	0.400439	0.395592	2
87820847	0.370445	0.357162	2
123905824	0.478094	0.454161	2
32992448	0.338949	0.286446	2
180084261	0.515466	0.44164	2
30672736	0.838168	0.392723	4
100426508	-0.0	0.56795	1
65853632	0.332287	0.244286	2
17961246	0.251518	0.140727	3
69604327	0.423306	0.380496	2
17071737	0.493185	0.448452	2
111435350	-0.0	0.572251	1
119480392	2.90857	0.459039	88
829771	0.548912	0.508224	2
69366493	0.888399	0.441176	3
63283271	0.451642	0.422929	2
177430378	0.362519	0.346271	2
116369099	1.08141	0.272613	21
188876890	0.12553	0.0867459	2
17945843	1.16442	0.495922	11
17315836	1.02485	0.372669	4
20905953	0.553625	0.504026	2
127810704	0.449786	0.14987	3
23335196	0.328928	0.251059	2
65584054	0.608455	0.603641	2
17343124	0.4847	0.450746	2
95646719	1.03328	0.482398	4
15237935	0.43834	0.365464	2
136004374	0.268799	0.222691	2
203893499	3.85741	0.555239	29
46541067	0.42403	0.414665	2
64624131	0.448864	0.415772	2
23103362	0.427638	0.390304	2
84623393	0.394401	0.304055	2
33221756	0.80994	0.328621	5
17644563	1.53863	0.207681	137
217622434	3.03645	0.533607	41
109604578	0.403436	0.393038	2
99356759	0.450948	0.406449	2
35523686	2.72519	0.404991	54
32718488	0.395916	0.363953	2
17972230	0.581694	0.579919	2
90932230	0.441164	0.375326	2
78564080	0.383695	0.35159	2
14576426	0.543564	0.499637	2
18179554	0.387539	0.346035	2
5385262	2.62984	0.246215	102
74613440	2.99879	0.521423	115
174165638	0.407163	0.335881	2
36204399	2.43465	0.28637	23
3041201	0.878707	0.397923	5
161340812	0.383695	0.342974	2
120646679	2.83294	0.32464	18
84045446	-0.0	0.582726	1
134761691	0.404183	0.390573	2
57888537	0.443975	0.426093	2
34012344	1.47561	0.336806	9
14911286	0.35932	0.337836	2
196287255	3.13074	0.350812	40
250742408	4.47158	0.460006	119
20545925	0.418878	0.251371	3
239271745	-0.0	0.460814	1
101253269	0.557718	0.545126	2
7614052	0.460583	0.451055	2
17896640	0.610585	0.602923	2
63292317	-0.0	0.555579	1
55995317	2.14502	0.333839	73
16089513	0.517962	0.481834	2
45433486	0.380602	0.280379	2
237783314	0.333123	0.297969	2
26590781	0.530289	0.514504	2
22539801	0.528456	0.508813	2
21770568	1.41929	0.500839	6
7205122	-0.0	0.547451	1
60578598	2.56819	0.455153	102
18628769	1.62083	0.198433	129
10284332	0.920989	0.392536	4
46668984	0.627842	0.619871	2
14105540	0.439754	0.436972	2
17037986	0.459216	0.442029	2
231496926	2.32418	0.367865	15
28562298	0.375153	0.265082	2
15228091	1.90522	0.358554	44
18988817	-0.0	0.517515	1
53000535	0.352063	0.318031	2
106831967	0.227315	0.161016	2
81052999	0.504745	0.494048	2
70422863	1.60278	0.29202	66
14056454	0.395916	0.376558	2
20289960	0.4667	0.404933	2
119178303	5.10548	0.548803	181
129319803	0.455096	0.410795	2
231998027	0.43051	0.407366	2
18774686	1.818	0.333177	63
38570998	0.338507	0.291539	2
98182662	0.533332	0.499906	2
129915741	0.525388	0.454671	2
38851140	0.385235	0.354749	2
19241200	0.555382	0.503449	2
9561522	0.40119	0.373855	2
77283686	0.322156	0.285252	2
189116097	1.97876	0.245735	101
40822836	1.16279	0.413798	10
3395021	0.352063	0.297949	2
137531481	0.227315	0.143166	2
193689467	2.14891	0.219141	136
76498257	0.408648	0.379386	2
14938248	0.492537	0.472841	2
14553055	0.485357	0.461523	2
13107602	0.384466	0.33158	2
114628210	0.436214	0.419068	2
15898695	0.374371	0.3131	2
14216821	0.522305	0.496433	2
171303103	1.71771	0.337903	52
72404375	1.11029	0.32049	15
11299932	3.06298	0.537777	23
88822659	0.251802	0.143132	2
9676152	3.65703	0.384945	42
17424617	0.24699	0.174937	2
185152562	0.439047	0.369127	2
13342982	1.96208	0.387031	49
195742848	0.505381	0.487334	2
39986906	0.58337	0.577786	2
18994034	0.502833	0.468713	2
164391207	0.317028	0.281856	2
17935861	0.58504	0.545022	2
6065942	0.396672	0.347022	2
154776946	0.302259	0.227786	2
24661757	0.410868	0.327028	2
38610291	0.50665	0.46671	2
182562771	0.441868	0.397769	2
18161157	0.444676	0.402241	2
83719783	0.443273	0.413408	2
165320996	0.331449	0.267149	2
22050760	0.155757	0.0863342	4
35536649	0.540573	0.537645	2
9654112	0.629897	0.621672	2
14160471	0.34126	0.256884	3
36944780	0.455096	0.420162	2
50718249	0.597142	0.592676	2
12421062	-0.0	0.540256	1
150872447	1.76688	0.243908	130
36906540	0.16573	0.140251	2
163791241	0.387539	0.357784	2
73683746	0.489935	0.48388	2
40701143	0.394401	0.353713	2
6811802	0.384466	0.376175	2
88321965	1.20781	0.513753	5
67353081	0.302259	0.272403	2
94831581	3.37346	0.273512	138
14133436	0.439047	0.421349	2
147342909	2.48504	0.422957	85
22254576	0.40642	0.396258	2
18497497	3.18774	0.496978	47
52504599	0.458531	0.429322	2
20996839	0.521055	0.437886	3
43466527	-0.0	0.573983	1
51678226	0.235269	0.154897	2
157618219	0.233292	0.105828	2
79543	0.626812	0.619459	2
156985004	0.396397	0.294255	3
256060579	0.419156	0.264761	3
211618152	0.400439	0.318831	2
26773692	0.413212	0.277865	3
183499665	0.17534	0.117645	2
234001935	0.383695	0.32391	2
94358525	0.568732	0.436524	4
95993756	0.959411	0.238775	34
36522491	0.465346	0.424134	2
100281735	0.247956	0.21601	2
4388251	0.417483	0.37609	2
62625917	0.497706	0.483772	2
24603879	0.435504	0.406603	2
14638851	0.4667	0.414617	2
121271356	0.480745	0.461776	2
237823964	0.415286	0.368522	2
16813361	0.549503	0.54674	2
8596022	0.521686	0.497012	2
82328753	-0.0	0.53022	1
20276964	-0.0	0.283727	1
24561424	0.399938	0.339332	2
91836238	0.504108	0.494481	2
19886908	3.80502	0.331857	76
14786110	0.394401	0.359713	2
15450996	2.85761	0.55343	28
197545732	0.231307	0.174249	2
254629570	0.353683	0.296277	2
17284883	0.308384	0.251745	2
254639896	0.395916	0.324959	2
110975167	-0.0	0.562456	1
49546030	0.397427	0.361291	2
118278304	1.58444	0.448581	23
13047322	0.42403	0.394584	2
180390958	0.404183	0.380568	2
43573375	0.756428	0.320185	4
17116782	3.46255	0.355742	17
130665774	0.304891	0.286416	2
24654508	0.319598	0.288289	2
15524112	0.333123	0.255254	2
162026211	0.412344	0.393517	2
17025083	0.203772	0.169892	2
46019128	0.450255	0.417661	2
73935697	0.572108	0.52909	2
14796279	0.386004	0.364102	2
11991832	0.52354	0.483833	2
46787681	-0.0	0.523048	1
212950155	0.370445	0.353145	2
198911524	3.59773	0.285252	168
87658967	3.63844	0.467255	77
241798265	0.278875	0.193626	3
42055361	0.299615	0.267567	2
28391808	0.379827	0.369571	2
94397566	0.325552	0.301949	2
60843560	0.38215	0.342654	2
6271842	0.482726	0.455291	2
25191558	0.308384	0.249266	2
29125475	2.66367	0.333185	160
18107886	0.43051	0.403762	2
1797291	0.440459	0.406682	2
222555703	0.836033	0.435722	3
18997715	1.39498	0.467929	6
95142106	1.86185	0.151823	48
155860622	0.204998	0.113945	2
57133313	0.915181	0.389618	4
17155995	3.06047	0.241412	78
15123270	0.483385	0.447402	2
16107785	1.63808	0.366396	44
108801441	0.593867	0.570966	2
229255063	0.425079	0.181841	4
15940736	3.39175	0.264825	57
20610029	0.391361	0.318095	2
152132388	0.218226	0.151272	2
24741411	0.385235	0.321576	2
130682467	4.81065	0.55374	130
25316788	0.364112	0.349206	2
38003948	0.351679	0.28976	3
215683551	0.111641	0.0971589	2
23225823	0.24116	0.217034	2
223704520	0.776124	0.345928	4
60775372	1.54754	0.208528	114
67771977	0.403436	0.391641	2
21695613	-0.0	0.478741	1
2384071	0.544865	0.509659	2
28784606	0.431941	0.399474	2
19297904	0.451642	0.42064	2
21229200	0.303138	0.279985	2
164386441	0.118016	0.0976524	2
9405862	0.555382	0.523062	2
15412816	3.27321	0.303109	198
84623487	0.60955	0.479849	4
35402203	0.448864	0.438976	2
21945140	0.194264	0.186029	2
224770553	3.15886	0.548073	12
114924096	0.510444	0.448401	2
72826714	0.334793	0.285167	2
16694698	0.555382	0.536524	2
14391111	-0.0	0.471699	1
17740210	2.43801	0.484367	60
15811608	0.56384	0.414691	4
181484486	0.368078	0.344405	2
5449422	0.505381	0.478411	2
18208795	0.266935	0.227131	2
198251048	0.452334	0.420258	2
111143746	0.411607	0.379079	2
51173333	0.416019	0.398393	2
24113	0.597429	0.311018	3
44769565	1.81972	0.251696	133
19590747	0.434793	0.403501	2
32914493	3.65346	0.554947	59
177931290	0.466023	0.399568	2
8539242	0.255623	0.241537	2
44234494	-0.0	0.630822	1
34686024	0.398182	0.346761	2
26211291	0.203772	0.185566	2
25065717	2.79901	0.534439	22
22840652	0.264128	0.238434	2
19685572	0.531901	0.436754	3
14937173	0.356911	0.339041	2
93800894	0.416752	0.4102	2
96933119	0.40493	0.246192	2
132975929	0.491639	0.32202	4
113078948	1.79197	0.38619	45
14298819	0.381377	0.342179	2
18260081	-0.0	0.629276	1
18621945	0.468726	0.426491	2
242717979	-0.0	0.5522	1
23656128	0.238223	0.202153	2
809873	0.492537	0.485887	2
14513049	-0.0	0.602574	1
88265548	-0.0	0.567086	1
14319523	0.52354	0.513261	2
241808450	0.620802	0.31079	3
17168493	0.411607	0.381669	2
22938618	0.450255	0.429274	2
128996296	0.465346	0.432144	2
16248619	0.532117	0.502376	2
7885972	0.373588	0.359017	2
19916228	0.464668	0.45551	2
19109017	2.50895	0.306151	68
27742111	0.4667	0.438418	2
15560096	0.506016	0.48992	2
15687170	3.99157	0.440373	57
148891227	0.334793	0.303728	2
19090407	0.397427	0.373993	2
65772367	0.412344	0.385415	2
25151753	0.307513	0.240933	2
174030990	0.815065	0.378015	4
75711686	0.944835	0.151906	4
16106525	1.13769	0.451235	14
155668326	0.741804	0.380213	3
21781176	0.445376	0.404068	2
47712248	0.481406	0.466987	2
14343949	0.373588	0.35594	2
62762038	0.509813	0.462897	2
74887389	2.87768	0.325321	138
16353944	-0.0	0.455993	1
19494371	-0.0	0.55603	1
6655632	0.384466	0.361694	2
39323281	0.369657	0.359283	2
74586267	0.307513	0.263012	2
25737016	-0.0	0.424198	1
99536748	0.341429	0.243697	2
14251373	0.450255	0.437348	2
38166647	-0.0	0.467979	1
191985394	0.202724	0.0877022	2
1315431	0.499959	0.366128	3
144311568	0.389835	0.332513	2
6114252	0.497706	0.477795	2
3297651	1.23666	0.491959	13
14111182	0.442571	0.401918	2
116756735	0.323007	0.251826	2
104493815	0.568115	0.492197	2
189892222	0.479421	0.431592	2
17911598	0.572147	0.499704	3
181233139	0.425476	0.390503	2
233078106	0.472758	0.456474	2
11426	0.535755	0.505678	2
29974211	0.383695	0.325588	2
220685156	1.99852	0.261583	150
48320268	0.207943	0.168739	2
62509229	0.43834	0.425546	2
61897213	-0.0	0.562747	1
177699866	0.489283	0.422175	2
70478756	0.459216	0.453621	2
19747277	0.2835	0.27472	2
15117717	0.292506	0.255698	2
14883514	0.462629	0.444052	2
15565703	1.91432	0.5722	20
182056988	0.340603	0.308197	2
44446489	0.316169	0.300206	2
31100040	0.353683	0.32067	2
2941831	0.40642	0.382803	2
113979106	0.413817	0.332648	2
225924284	-0.0	0.387402	1
3954581	0.445376	0.420499	2
18345963	0.538771	0.513262	2
23998156	0.797994	0.37399	4
15905565	0.440459	0.428517	2
200655127	4.7633	0.457372	118
15699754	0.455096	0.438483	2
59833587	0.432655	0.384423	2
21690351	0.229315	0.209081	2
13000872	-0.0	0.503899	1
216597944	0.507824	0.296113	7
8866232	0.460583	0.437484	2
19461688	0.466023	0.452095	2
18728945	1.91801	0.398055	12
34343816	1.44651	0.487515	10
15852054	0.363316	0.335434	2
31030273	0.439047	0.406964	2
16630083	0.376715	0.328273	2
231488894	0.215162	0.114099	2
17413777	3.6967	0.284985	81
31070910	0.331449	0.319552	2
13420562	-0.0	0.360408	1
34316788	0.81416	0.286424	8
22660603	-0.0	0.319935	1
12304722	0.44956	0.231219	2
15575441	-0.0	0.520638	1
21230617	0.403436	0.39037	2
91894424	0.262248	0.197394	2
18526308	0.464668	0.417246	2
11594432	0.301379	0.273408	2
109841442	2.21949	0.254583	45
237996239	0.575427	0.231815	4
36730935	0.333123	0.28551	2
62964460	-0.0	0.237174	1
227228008	0.349625	0.318504	2
14715516	2.13089	0.294309	167
15131428	0.387539	0.373987	2
60449169	0.605246	0.600281	2
36568789	0.301379	0.241479	2
52162223	0.407163	0.352105	2
122757815	0.476764	0.438979	2
96880903	0.157748	0.125381	2
226818395	0.193196	0.177251	2
98078133	0.888725	0.373638	5
167570736	0.277113	0.19503	2
102847829	0.40493	0.384954	2
19703385	1.05014	0.39151	9
989	0.496418	0.488879	2
17451031	-0.0	0.561875	1
1252191	0.367287	0.348692	2
105088163	0.316169	0.261041	2
21429357	4.57321	0.385107	121
11884342	3.31538	0.347363	174
90767831	0.37905	0.355988	2
65363711	-0.0	0.500689	1
20414217	0.404212	0.308193	3
119230913	0.457159	0.432879	2
19049204	0.461948	0.412123	2
14508983	-0.0	0.474727	1
88112117	0.250139	0.168417	2
49216076	0.385235	0.365373	2
6303832	0.328928	0.306875	2
80043372	-0.0	0.380427	1
103116624	1.94502	0.286186	13
28448216	3.63511	0.489149	173
68036460	0.270657	0.239957	2
11567972	0.618497	0.594285	2
19560605	0.362519	0.338087	2
